,country,alcoholic_beverages,animal_fats,animal_products,aquatic_products_other,cereals_excluding_beer,eggs,fish_seafood,fruits_excluding_wine,meat,milk_excluding_butter,miscellaneous,offals,oilcrops,pulses,spices,starchy_roots,stimulants,sugar_crops,sugar_sweeteners,treenuts,vegetable_oils,vegetables,vegetal_products,confirmed,deaths,recovered,active,population
98,Mauritania,0.05,1.03,137.23,0.0,187.19,2.32,9.16,11.87,31.06,89.77,6.87,3.91,0.73,10.05,0.06,9.29,3.36,0.0,39.44,0.0,14.36,36.35,319.59,0.313569892473118,0.007505376344086,0.25058064516129,0.0554838709677419,4650000.0
99,Mauritius,33.36,0.08,100.39,0.11,186.11,6.4,23.07,38.64,50.89,18.59,11.42,1.27,4.85,9.27,2.0,19.87,1.76,0.0,38.64,0.4,22.19,72.69,440.95,0.0416600790513834,0.000790513833992,0.0392094861660079,0.0016600790513834,1265000.0
100,Mexico,65.68,2.49,225.65,0.3,170.25,19.31,14.38,114.36,64.87,119.01,0.41,5.29,2.9,10.53,1.67,17.34,0.37,0.0,48.05,1.67,10.21,75.52,518.91,1.12462830224114,0.098994459747089,0.848071866783523,0.17756197571053,127792000.0
101,Mongolia,34.32,4.2,282.71,0.0,110.74,4.07,0.48,11.37,88.37,173.14,6.51,12.46,0.29,0.4,0.04,28.56,1.53,0.0,16.03,0.15,6.06,47.31,263.21,0.0369532877119905,2.9753049687593e-05,0.025438857482892,0.0114846771794109,3361000.0
102,Montenegro,48.2,4.49,496.01,0.03,109.59,12.04,14.06,124.47,73.0,389.91,18.4,2.46,1.88,4.59,0.38,25.97,5.66,0.0,131.25,2.06,9.25,108.62,590.04,7.81173633440515,0.109967845659164,6.23472668810289,1.46704180064309,622000.0
103,Morocco,4.02,2.03,118.71,0.0,261.96,6.79,19.47,101.0,35.12,52.58,0.11,2.73,2.65,4.63,1.66,48.12,2.86,0.0,37.56,3.57,11.44,102.05,581.58,1.2265520694259,0.0206525367156208,1.13940253671562,0.0664969959946596,35952000.0
104,Mozambique,12.31,0.3,40.49,0.0,133.15,1.95,11.46,28.58,9.39,16.54,1.58,0.86,1.27,12.93,0.04,224.97,1.06,0.0,10.75,2.03,7.58,28.0,464.21,0.0603028941795546,0.0005358403388307,0.0535198613874094,0.0062471924533145,31166000.0
105,Myanmar,2.57,2.05,158.25,0.04,196.2,5.4,47.32,47.16,58.24,42.5,3.97,2.69,12.88,14.99,2.54,16.99,2.69,0.0,33.47,3.41,7.4,82.79,427.04,,,,,54704000.0
106,Namibia,62.23,1.29,109.29,0.06,112.81,1.36,11.56,35.56,30.53,61.96,8.22,2.51,0.93,8.3,1.44,145.84,1.01,0.01,45.32,0.13,10.84,26.87,459.25,0.965958284140102,0.0081857536402991,0.815702479338843,0.14207005116096,2541000.0
107,Nepal,4.58,0.43,75.02,0.0,250.52,1.98,2.83,65.48,13.55,54.12,0.82,2.12,0.82,12.57,5.79,83.53,0.44,42.34,7.55,1.35,11.33,128.04,614.98,0.870179357247633,0.0062141618882517,0.843802507000934,0.0201626883584478,29996000.0
108,Netherlands,82.99,6.32,459.3,0.21,93.92,14.12,21.77,93.06,75.81,340.35,0.0,0.75,2.1,1.61,1.21,80.6,5.49,0.0,44.32,3.0,16.04,61.6,485.73,4.67519322150341,0.0665483483139635,0.0552527623518635,4.55339211083758,17467000.0
109,New Caledonia,58.87,0.96,137.72,0.94,100.34,8.76,23.8,65.29,68.6,32.35,42.77,2.33,26.84,1.49,0.57,29.98,2.04,0.0,37.29,0.44,15.38,65.39,446.77,,,,,295000.0
110,New Zealand,77.0,10.98,259.19,0.25,114.31,10.42,24.73,59.28,100.89,110.04,0.0,1.88,4.86,3.56,0.73,49.72,3.5,0.16,56.31,2.21,7.91,98.63,477.98,0.0433527170643674,0.0005013033888109,0.0417485462201724,0.001102867455384,4987000.0
111,Nicaragua,17.07,0.83,130.59,0.03,166.84,5.45,6.51,38.1,30.82,84.91,6.61,2.04,3.33,13.52,0.06,18.98,0.05,0.0,56.61,0.03,9.16,35.55,365.7,0.0916616130988478,0.0025015160703456,0.0640539721043056,0.0251061249241965,6596000.0
112,Niger,0.56,1.19,72.66,0.0,223.69,0.24,2.03,25.6,12.75,54.43,0.69,2.03,14.86,34.97,0.81,13.54,0.35,0.0,3.68,0.0,3.99,106.52,429.21,0.0140683781884328,0.0004382157178882,0.0075571540783,0.0060730083922444,24189000.0
113,Nigeria,50.44,0.19,21.91,0.0,137.6,2.49,9.12,55.77,7.15,2.18,0.55,0.79,6.0,10.47,2.16,246.01,0.08,0.0,8.19,1.06,10.8,78.9,607.98,0.0429741922964975,0.0006277287280488,0.0360788784321335,0.0062675851363151,206140000.0
114,North Macedonia,33.72,6.7,213.6,0.0,130.91,5.04,6.21,90.11,36.62,155.89,5.24,3.14,5.76,5.04,2.28,65.12,4.38,0.0,51.53,3.18,16.83,257.64,671.63,4.02610576923077,0.120673076923077,2.97802884615385,0.927403846153846,2080000.0
115,Norway,70.93,11.44,396.34,0.01,111.76,11.58,51.35,80.02,67.46,252.82,68.49,1.67,5.82,5.99,0.44,52.53,9.01,0.0,42.35,1.85,16.26,73.16,538.32,0.924503434193429,0.0080935585669203,0.334100612585855,0.582309263040653,5387000.0
116,Oman,3.72,0.81,191.78,0.0,137.46,8.15,28.54,138.93,43.34,108.26,0.6,2.68,1.9,3.94,3.26,24.11,1.98,0.11,36.77,0.74,9.93,154.59,517.93,2.73428813918948,0.0318056439635052,2.58625079567155,0.116231699554424,4713000.0
117,Pakistan,0.08,0.91,209.27,0.01,137.37,3.36,1.72,22.64,16.87,184.57,0.11,1.85,3.36,6.57,1.52,17.1,4.94,16.83,25.09,0.8,3.21,20.83,260.44,0.21922784466371,0.0046428894722549,0.198684710781208,0.0159002444102471,220940000.0
118,Panama,86.49,3.22,161.02,0.04,186.19,6.01,13.12,87.18,65.01,69.88,9.7,3.75,5.99,5.39,0.2,17.96,1.56,0.0,55.19,0.47,9.98,25.43,491.65,5.83079617090824,0.0948867616156899,4.62124678963343,1.11466261965912,4283000.0
119,Paraguay,52.27,2.93,150.62,0.0,101.13,12.08,4.17,72.91,54.06,71.14,2.39,6.25,3.67,8.27,0.11,167.53,13.52,0.0,32.2,0.02,14.35,49.62,517.77,1.49343900758098,0.0311784975878704,1.12993797381116,0.332322536181944,7255000.0
120,Peru,53.75,0.44,120.57,0.02,164.41,8.95,25.04,119.38,24.41,56.68,1.0,5.05,3.42,8.86,0.24,122.36,3.48,0.0,24.13,0.32,7.05,66.86,575.23,3.09266695101146,0.114794053131855,2.89823909334633,0.0796338045332683,32824000.0
121,Philippines,22.64,3.53,77.06,0.0,230.23,4.05,28.14,98.14,37.04,1.2,2.21,3.12,6.23,1.27,0.39,33.04,6.2,0.0,27.3,2.11,4.73,62.56,497.1,0.434217610717186,0.0084394192423869,0.401433642693533,0.0243445487812668,109581000.0
122,Poland,124.73,18.0,302.84,0.0,144.54,6.77,10.69,55.01,88.7,178.39,0.0,0.31,1.46,2.01,0.37,101.74,2.76,0.0,45.31,0.87,7.24,125.56,611.55,3.40328919933278,0.0754691409507923,2.72696257297748,0.600857485404504,38368000.0
123,Portugal,98.18,8.49,388.61,0.01,131.16,8.44,56.84,135.62,94.06,216.44,2.9,4.33,2.01,3.37,0.36,64.68,5.59,0.0,36.06,4.83,15.09,152.78,652.58,4.10169673330083,0.0679863481228669,3.30246708922477,0.731243295953194,10255000.0
124,Republic of Moldova,44.75,5.07,193.21,0.0,136.09,7.94,11.58,40.03,38.12,128.53,5.94,1.98,0.72,0.75,0.08,45.65,0.97,0.0,31.12,0.21,9.64,75.12,391.04,4.10913719943423,0.084978783592645,3.72562942008487,0.298528995756719,3535000.0
125,Romania,99.91,7.28,333.78,0.0,168.5,14.35,5.96,88.25,63.91,238.92,5.38,3.34,2.04,2.19,2.67,98.76,2.93,0.0,29.6,2.29,15.3,196.22,713.88,3.30648614936854,0.0823294007587963,2.94353204095421,0.280624707655527,19241000.0
126,Russian Federation,66.4,4.41,286.58,0.04,146.91,16.02,20.07,56.1,76.61,165.45,0.21,3.99,2.34,2.53,0.21,112.12,3.21,0.0,81.87,0.21,15.37,113.04,600.52,2.14945513279221,0.0387084023362161,1.74021317631344,0.370533554142558,146733000.0
127,Rwanda,19.78,0.27,38.26,0.0,51.34,0.39,7.66,228.24,9.08,19.62,0.41,1.24,3.24,36.33,0.26,296.63,0.16,0.0,8.39,0.0,3.06,39.46,687.3,0.0653180975911056,0.0007257566399011,0.0509419394688079,0.0136504014823965,12952000.0
128,Saint Kitts and Nevis,43.11,1.83,147.95,0.0,66.6,4.08,36.05,79.59,82.5,19.99,16.29,3.5,9.99,5.72,0.95,28.64,0.79,0.0,68.17,0.71,14.61,44.4,379.42,0.0592592592592593,0.0,0.0537037037037037,0.0055555555555555,54000.0
129,Saint Lucia,86.8,0.28,165.64,0.01,80.2,3.7,34.1,66.14,90.89,32.13,17.86,4.52,6.98,6.3,1.98,29.4,0.67,0.0,41.21,0.64,6.79,45.8,390.44,0.193956043956044,0.0027472527472527,0.158791208791209,0.0324175824175824,182000.0
130,Saint Vincent and the Grenadines,33.24,0.29,145.89,0.0,118.62,4.49,18.14,137.79,91.04,29.73,25.43,2.2,1.38,8.49,2.78,57.55,3.86,0.0,45.52,0.47,9.51,67.6,511.9,0.109009009009009,0.0,0.0882882882882883,0.0207207207207207,111000.0
131,Samoa,23.73,3.77,186.08,2.06,61.29,2.19,46.32,179.77,96.67,32.75,12.92,2.33,175.34,0.0,0.97,128.26,2.24,0.06,34.69,0.18,8.53,19.43,647.35,0.001,0.0,0.001,0.0,200000.0
132,Sao Tome and Principe,18.66,0.27,50.62,0.0,90.67,0.69,28.3,224.52,14.81,6.33,5.21,0.23,122.7,3.82,0.36,45.65,0.09,0.0,31.87,0.03,9.59,10.53,563.71,0.486666666666667,0.008095238095238,0.463333333333333,0.0152380952380952,210000.0
133,Saudi Arabia,0.0,4.28,142.01,0.0,178.42,6.56,11.33,76.94,54.12,64.03,7.31,1.69,1.63,5.21,2.66,15.89,2.24,0.01,31.22,1.24,19.26,62.31,404.34,1.03558117633629,0.017779172968808,1.01047629919237,0.0073257041751091,35041000.0
134,Senegal,2.82,0.31,46.95,0.0,227.75,1.65,18.09,20.61,14.13,10.98,0.13,1.81,6.71,4.14,0.63,23.0,1.02,0.0,18.4,0.92,16.98,69.37,392.25,0.115647396082179,0.0024486383182035,0.103768514094601,0.0094302436693741,16744000.0
135,Serbia,65.44,3.76,249.52,0.0,145.25,9.42,6.18,89.03,53.48,173.12,0.1,3.56,1.97,2.69,0.36,37.92,3.62,0.01,30.18,1.89,6.92,110.17,495.38,4.88712088543913,0.0467155383067414,0.0,4.84040534713238,6957000.0
136,Sierra Leone,3.16,0.07,59.73,0.0,209.35,1.41,26.3,33.73,8.23,22.8,2.63,0.9,6.3,9.36,0.67,130.46,0.8,0.0,6.64,1.05,13.4,47.81,465.37,0.0330324683464962,0.0009527391249843,0.0238936943713175,0.0081860348501943,7977000.0
137,Slovakia,84.36,18.67,261.4,0.0,74.39,12.93,9.7,48.83,59.34,157.93,0.4,2.83,2.83,1.34,0.58,50.69,3.46,0.0,75.96,1.54,19.8,62.79,427.17,3.37803002563164,0.0411937019406811,2.32863419992677,1.00820212376419,5462000.0
138,Slovenia,91.67,20.65,347.34,0.01,140.16,9.87,11.96,118.17,76.39,225.02,11.26,3.45,2.36,2.03,1.03,49.27,4.8,0.0,45.74,3.62,8.7,91.83,570.54,5.89396100808369,0.129719448407038,4.7963861150737,0.967855444602948,2103000.0
139,Solomon Islands,10.95,1.37,50.81,0.16,119.07,1.09,30.14,43.28,11.74,5.78,7.37,0.52,66.42,9.72,0.48,320.0,1.13,0.0,10.91,0.47,4.39,14.81,608.98,0.0023776223776223,0.0,0.0006993006993006,0.0009790209790209,715000.0
140,South Africa,69.73,0.66,131.8,0.01,190.34,6.61,5.97,21.54,60.02,53.59,0.01,4.95,2.74,1.72,0.6,31.72,1.47,0.0,49.72,0.12,13.05,41.88,424.62,1.80097772858389,0.0484453612396861,1.48873180385054,0.263800563493661,59628000.0
141,Spain,99.68,4.42,343.91,0.02,113.55,13.73,42.47,90.64,100.25,180.02,0.0,3.01,4.97,5.0,0.13,58.09,4.18,0.0,34.66,8.04,28.36,146.54,593.71,4.04800041985935,0.106721948147371,0.31568384591162,3.62559462580036,47635000.0
142,Sri Lanka,6.96,0.15,56.55,0.04,212.43,4.27,30.84,42.08,9.04,11.19,0.31,1.02,72.94,9.82,5.36,20.23,2.88,0.0,27.81,1.38,2.52,49.83,454.44,0.199917946847791,0.0009481697588549,0.16481287322788,0.0341569038610567,21937000.0
143,Sudan,0.0,0.97,132.77,0.0,130.76,1.19,1.03,71.78,21.39,105.38,0.75,2.83,4.98,10.76,0.41,19.4,1.52,7.35,31.61,0.0,9.48,84.49,373.29,0.0531733904992132,0.003347852858674,0.0308422084882209,0.0189833291523182,43849000.0
144,Suriname,48.51,0.51,79.08,0.0,162.24,6.29,16.69,101.05,42.4,12.55,14.44,0.67,7.86,2.0,0.26,28.56,1.05,3.73,54.73,0.18,15.53,62.47,502.41,1.03752066115702,0.0203305785123967,0.953884297520661,0.0633057851239669,605000.0
145,Sweden,82.18,19.4,447.07,0.0,115.05,13.5,32.81,65.78,77.06,304.12,8.59,0.16,3.18,1.74,0.9,52.66,10.28,0.0,46.84,1.85,7.37,85.67,481.73,4.21488869615496,0.0840994507082972,0.0,4.13078924544666,10377000.0
146,Switzerland,92.94,8.93,416.98,0.04,111.24,10.0,16.94,85.62,67.53,310.67,0.0,2.88,2.09,1.85,0.71,40.06,6.93,0.0,55.3,4.42,19.78,92.01,512.71,5.2385452860783,0.0892286309937457,3.67848042622191,1.47083622886264,8634000.0
147,Taiwan*,,,,,,,,,,,,,,,,,,,,,,,,0.0033968657348581,2.96484540448962e-05,0.0028886065226598,0.0004786107581533,23610000.0
148,Tajikistan,1.54,0.02,78.3,0.0,144.66,2.44,0.37,40.97,16.47,56.67,2.26,2.32,1.46,2.69,0.33,31.68,0.6,0.0,17.97,0.63,9.11,208.83,462.73,0.141011772192173,0.0009545020680878,0.136748329621381,0.0033089405027044,9429000.0
149,Thailand,40.18,1.0,86.33,0.36,194.75,12.36,29.17,92.39,27.37,14.73,0.1,1.33,14.17,2.6,7.35,20.95,1.4,0.0,44.84,1.04,8.67,39.89,468.26,0.0110905702347672,9.6191420927646e-05,0.0064613581026242,0.0045330207112153,66534000.0
150,Timor-Leste,3.48,0.7,42.91,0.0,205.5,0.8,7.98,16.41,31.51,1.02,6.95,0.9,4.38,7.1,0.39,42.94,7.91,0.0,22.01,0.01,5.34,24.87,347.31,0.0033383915022761,0.0,0.0024279210925644,0.0009104704097116,1318000.0
151,Togo,9.03,0.26,32.67,0.0,140.77,0.95,11.73,8.1,12.58,6.45,6.63,0.69,4.2,15.69,0.53,178.61,0.75,0.0,16.3,0.0,12.55,19.26,412.39,0.0442323952168136,0.0008213552361396,0.0415871482063051,0.0018238917743688,8279000.0
152,Trinidad and Tobago,25.47,2.87,130.86,0.0,134.0,4.14,23.85,50.91,68.65,29.47,2.47,1.88,12.3,9.15,2.36,35.98,0.92,0.0,57.53,0.95,12.86,36.09,380.95,0.522863403944485,0.0092768444119795,0.487289992695398,0.0262965668371074,1369000.0
153,Tunisia,12.16,3.6,166.44,0.0,208.28,7.79,13.16,93.85,28.36,111.94,0.2,1.6,3.51,7.45,1.84,30.63,3.42,0.0,36.0,6.03,21.69,272.58,697.6,1.18154841963685,0.0397612642905178,0.886844317417619,0.254942837928716,11896000.0
154,Turkey,12.16,2.74,231.33,0.0,182.35,7.43,4.85,128.33,38.87,175.85,0.19,1.61,5.11,12.81,2.35,46.86,3.76,0.0,31.94,8.76,19.11,254.11,707.83,2.65217884567157,0.0251895816664079,2.52547858175,0.101510682255156,83737000.0
155,Turkmenistan,6.93,4.64,220.95,0.0,203.64,7.07,2.94,57.01,60.21,145.28,3.48,0.81,0.91,1.42,0.02,31.64,1.3,0.0,9.28,0.39,7.78,143.09,466.89,,,,,6031000.0
156,Uganda,66.56,0.38,60.95,0.0,72.83,0.88,11.27,122.08,9.69,37.51,0.4,1.22,6.84,25.84,0.13,133.41,0.14,0.0,13.6,0.0,8.03,28.82,478.7,0.0776349445792615,0.0005793489429614,0.0259679499792309,0.0510876456570692,45741000.0
157,Ukraine,44.91,3.0,224.49,0.01,160.16,14.43,11.67,50.33,46.92,146.18,0.12,2.29,0.3,1.88,0.19,131.26,1.51,0.0,66.4,1.38,11.07,161.44,630.93,2.6254368327828,0.0465244865718799,1.78725645076356,0.791655895447365,41778000.0
158,United Arab Emirates,0.0,2.38,132.44,0.0,162.03,7.48,24.71,102.87,62.02,33.23,11.89,2.63,7.7,26.5,4.01,11.22,2.07,0.0,45.92,7.33,9.98,103.82,495.23,2.1443853548783,0.0068623440376355,1.90242380854981,0.235099202290857,9778000.0
159,United Kingdom,95.17,4.98,341.39,0.01,118.28,11.23,19.73,89.6,79.89,223.65,12.04,1.91,4.05,3.68,1.18,92.46,4.45,0.0,44.09,1.63,13.33,82.91,562.57,3.79643984514592,0.110537522334723,0.0084559261465157,3.67744639666468,67160000.0
160,United Republic of Tanzania,52.72,0.47,56.03,0.0,121.87,0.35,6.8,79.51,9.22,39.21,0.25,0.0,14.98,25.39,0.32,162.61,0.35,0.0,12.07,0.49,10.66,46.11,527.34,0.0008521110255465,3.51558576355175e-05,0.0003063581879666,0.0005105969799444,59734000.0
161,United States of America,96.37,3.33,420.67,0.04,109.05,15.57,22.36,90.0,124.1,254.87,0.0,0.39,6.43,3.75,0.97,56.24,4.87,0.0,65.77,3.51,19.59,113.41,569.71,6.10185977846355,0.105429279915605,0.0,5.99643049854795,329878000.0
162,Uruguay,54.34,3.2,272.53,0.0,156.19,11.83,9.23,81.89,57.69,188.79,5.97,1.78,4.22,2.95,0.22,46.38,9.4,0.0,51.96,0.2,15.75,59.93,489.21,0.559416595865194,0.0054658736901727,0.396205041064854,0.157745681110167,3531000.0
163,Uzbekistan,12.63,2.5,266.96,0.0,194.71,6.59,2.25,96.37,34.41,217.97,0.74,3.23,0.53,0.04,0.07,53.39,1.19,0.0,10.71,1.2,11.29,274.15,657.02,0.225850061450225,0.0017966875402352,0.220179083513782,0.0038742903962076,34174000.0
164,Vanuatu,3.18,1.04,86.9,0.0,84.09,2.46,28.4,76.22,36.03,16.65,3.78,2.33,159.73,0.01,0.49,166.96,0.4,0.0,17.9,0.05,4.82,51.39,568.98,0.0003115264797507,0.0,0.0003115264797507,0.0,321000.0
165,Venezuela (Bolivarian Republic of),27.72,0.43,157.62,0.0,138.06,3.62,10.1,81.67,40.94,100.32,0.75,2.22,0.3,3.57,0.01,27.39,1.58,0.0,36.43,0.01,14.67,44.3,376.43,0.397570256589283,0.0035957409670099,0.376683539884797,0.017290975737476,28645000.0
166,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,0.0015320811982247,3.63791329293517e-05,0.0013772100323254,0.0001184920329698,96209000.0
167,Yemen,0.22,0.27,35.01,0.0,164.59,1.56,3.17,31.06,16.86,11.44,1.23,1.71,0.54,5.23,0.21,6.53,1.33,0.0,30.53,0.01,6.54,19.44,267.46,0.0070441896332059,0.0020451954670421,0.0046804801180178,0.0003185140481459,29826000.0
168,Zambia,40.84,0.59,42.86,0.0,150.9,2.42,12.05,7.25,13.12,12.51,1.53,2.17,13.34,1.25,0.34,56.71,0.44,0.0,11.13,0.01,4.74,24.67,313.13,0.114213446475196,0.002121409921671,0.102115970409051,0.0099760661444734,18384000.0
169,Zimbabwe,27.41,0.51,55.08,0.0,152.92,1.81,3.73,14.87,17.67,29.95,1.36,1.41,3.04,2.88,0.17,20.19,1.01,0.0,31.42,0.35,11.56,15.69,282.89,0.0947587970127161,0.0024826750992397,0.0763439413308215,0.0159321805826549,14863000.0
